scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,global_std,score_std,direction,value_space,method,cut_mode,cut_value,linkage
per_dataset,SSS_Desktop,sum,60,15,0,is_suspicious_app,1,0.5,0.12121212121212122,0.3787878787878788,0.40881022918884974,0.9265616231615419,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_system_util,2,0.5,0.12121212121212122,0.3787878787878788,0.40881022918884974,0.9265616231615419,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,mask_NTFS_file_stat,3,348.25,8793.484848484848,-8445.234848484848,18841.907049979665,-0.44821550313769754,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,mask_File_stat,4,190.5,3255.121212121212,-3064.621212121212,6960.327512137394,-0.4402984208390674,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_ntfs,5,190.5,3255.090909090909,-3064.590909090909,6960.341681632366,-0.4402931708329276,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_filename_attr,6,176.75,6376.242424242424,-6199.492424242424,14634.221071361228,-0.4236298190390485,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,contains_cab,7,0.0,1.5151515151515151,-1.5151515151515151,3.5770413720060827,-0.4235767365659564,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_in_temp_or_spool,8,7.5,25.09090909090909,-17.59090909090909,42.655323044399026,-0.41239657400965213,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,has_macb_accessed,9,246.5,5122.0,-4875.5,12009.794926717866,-0.40596030404728617,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,has_macb_modified,10,220.0,5049.090909090909,-4829.090909090909,12025.922524592163,-0.40155679526553933,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,contains_inf,11,0.0,567.0,-567.0,1428.4224398498739,-0.39694139785120003,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_xml_file,12,1.25,32.24242424242424,-30.992424242424242,79.6598945909688,-0.3890593177115166,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_standard_info,13,171.5,2417.242424242424,-2245.742424242424,5787.5496360476545,-0.38802992033985767,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_file,14,113.0,2583.3636363636365,-2470.3636363636365,6370.422629137662,-0.38778645941959455,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,0,is_file_entry,15,113.0,2583.3636363636365,-2470.3636363636365,6370.422629137662,-0.38778645941959455,suppressed,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,has_sha256,1,19165.25,2582.909090909091,16582.340909090908,6370.535339112957,2.6029744795943364,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,is_file,2,19165.25,2583.3636363636365,16581.886363636364,6370.422629137662,2.6029491807602345,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,is_file_entry,3,19165.25,2583.3636363636365,16581.886363636364,6370.422629137662,2.6029491807602345,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,IsDynamicLibrary,4,4298.75,557.939393939394,3740.810606060606,1489.367588780125,2.5116771938748994,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,is_executable,5,5177.0,671.4848484848485,4505.515151515152,1830.1394568689607,2.461842530404027,elevated,raw_mean,agglomerative,k,15,ward
per_dataset,SSS_Desktop,sum,60,15,1,mask_NTFS_file_stat,6,52986.5,8793.484848484848,44193.01515151515,18841.907049979665,2.345464025178884,elevated,raw_mean,agglomerative,k,15,ward
